student_id,dropout_probability,dropout_risk,age,gender,is_first_gen_learner,response_time_decay_hrs,forum_passive_active_ratio,login_fragmentation_score,resource_depth_shift,collaborative_tool_drift_days,question_quality_level,peer_centrality_score,optional_activity_rate,submission_rush_hrs,silence_burst_count,help_seeking_latency_days,feedback_response_rate,device_count,monday_absence_cluster,tired_keyword_freq,whatsapp_study_silence,intervention_received,intervention_week,intervention_type,intervention_effectiveness,stress_type,week,weeks_until_dropout,will_dropout_soon
STU0001,0.3842515404950372,0,12,F,1,39.12903810869129,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0041666666666667,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,1,99,0
STU0001,0.3842515404950372,0,12,F,1,38.81348134975023,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0083333333333333,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,2,99,0
STU0001,0.3842515404950372,0,12,F,1,38.49792459080917,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0125,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,3,99,0
STU0001,0.3842515404950372,0,12,F,1,38.18236783186811,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0166666666666666,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,4,99,0
STU0001,0.3842515404950372,0,12,F,1,37.86681107292705,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0208333333333333,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,5,99,0
STU0001,0.3842515404950372,0,12,F,1,37.55125431398599,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.025,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,6,99,0
STU0001,0.3842515404950372,0,12,F,1,37.235697555044936,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0291666666666666,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,7,99,0
STU0001,0.3842515404950372,0,12,F,1,36.92014079610387,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0333333333333334,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,8,99,0
STU0001,0.3842515404950372,0,12,F,1,36.604584037162816,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0375,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,9,99,0
STU0001,0.3842515404950372,0,12,F,1,36.28902727822176,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0416666666666667,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,10,99,0
STU0001,0.3842515404950372,0,12,F,1,35.9734705192807,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.0458333333333334,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,11,99,0
STU0001,0.3842515404950372,0,12,F,1,35.65791376033964,80.0,0.6668022958732264,0.5788211845163738,15.31462596443465,1.05,0.027949061417069772,0.0,19.623922429682686,2.935417945329491,9.940900837441728,0.03341446656776654,2,0,3,0,0,0,none,0.0,none,12,99,0
STU0002,0.09725551630728191,0,13,M,0,9.816735481884974,2.625281945778052,0.0,0.3199860969728502,3.857835216174527,3.364237811809574,0.5462610793576013,1.0,1.5322783231117605,0.0,8.105003555769382,0.9173365713926093,1,0,4,0,0,0,none,0.0,none,1,99,0
STU0002,0.09725551630728191,0,13,M,0,9.73756826025687,2.625281945778052,0.0,0.3199860969728502,3.857835216174527,3.378197304804634,0.5462610793576013,1.0,1.5322783231117605,0.0,8.105003555769382,0.9173365713926093,1,0,4,0,0,0,none,0.0,none,2,99,0
